,input,acp,output
82,"Customer service reps, ducks or Lawyers can use credit card number for the purpose of making treatment decisions if customer has opted-in.",1,{decision: allow; subject: customer service reps; action: use; resource: credit card numbers; purpose: making treatment decisions; condition: customer has opted-in | decision: allow; subject: ducks; action: use; resource: credit card numbers; purpose: making treatment decisions; condition: customer has opted-in | decision: allow; subject: lawyers; action: use; resource: credit card numbers; purpose: making treatment decisions; condition: customer has opted-in}
83,A visiting doctor has access to all the medical information of residents who are his or her patients and can add entries to their medical records.,1,{decision: allow; subject: visiting doctor; action: access; resource: all the medical information of residents; purpose: none; condition: none | decision: allow; subject: visiting doctor; action: add; resource: entries; purpose: none; condition: none}
84,"Occasionally, due to pressing circumstances, it may be necessary for a visiting doctor to examine a resident who is not normally his or her patient.",1,{decision: allow; subject: visiting doctor; action: examine; resource: resident; purpose: none; condition: none}
85,An administrator shall not be permitted to read or write to medical elements of a patient record.,1,{decision: deny; subject: administrator; action: read; resource: medical elements of a patient record; purpose: none; condition: none | decision: deny; subject: administrator; action: write; resource: medical elements of a patient record; purpose: none; condition: none}
86,"Although she can enter the past medical records when a resident is admitted, she cannot subsequently add medical entries to the system.",1,{decision: allow; subject: she; action: enter; resource: past medical records; purpose: none; condition: resident is admitted | decision: deny; subject: she; action: add; resource: medical entries; purpose: none; condition: none}
87,"The manager has the broadest access to the information, including access to personal, financial, clinical and medical information about each resident.",1,{decision: allow; subject: manager; action: access; resource: personal information about each resident; purpose: none; condition: none | decision: allow; subject: manager; action: access; resource: financial information about each resident; purpose: none; condition: none | decision: allow; subject: manager; action: access; resource: medical information about each resident; purpose: none; condition: none | decision: allow; subject: manager; action: access; resource: clinical information about each resident; purpose: none; condition: none}
88,Access to information is determined based on authorizations to access control lists based on user identifier and group membership.,0,{decision: allow; subject: none; action: determine; resource: access to information; condition: none; purpose: none}
89,Only the manager is allowed to delete the information about a resident but here also that right is restricted.,1,{decision: allow; subject: manager; action: delete; resource: information about a resident; purpose: none; condition: none}
90,"Also, she cannot view the private notes of doctors and clearly she cannot sign the legal agreement on behalf of a resident.",1,{decision: deny; subject: she; action: view; resource: private notes of doctors; purpose: none; condition: none | decision: deny; subject: she; action: sign; resource: legal agreement; purpose: none; condition: none}
91,Health care workers can view recent medical records of residents (up to one year old) but cannot normally view older medical information.,1,{decision: allow; subject: health care workers; action: view; resource: recent medical records; purpose: none; condition: none | decision: deny; subject: health care workers; action: view; resource: older medical information; purpose: none; condition: none}
92,Pharmacy System can load medicines to the dispenser only at a time interval 12:00-13:00 in a day.,1,{decision: allow; subject: pharmacy system; action: load; resource: medicines; purpose: none; condition: at a time interval 12:00-13:00 in a day}
93,"However, it should not perform these operations when it is loading medicines to the medicine dispenser.",1,{decision: deny; subject: it; action: perform; resource: operations; purpose: none; condition: it is loading medicines to the medicine dispenser}
94,A professor can review the same project at most one time.,1,{decision: allow; subject: professor; action: review; resource: same project; purpose: none; condition: none}
95,Payers can use the site's bill paying function .,1,{decision: allow; subject: payers; action: use; resource: site’s bill paying function; purpose: none; condition: none}
96,"Use cases such as record invoice arrival, verify invoice validity, authorize payment and write a check are to be applied in the specified order.",0,{decision: allow; subject: none; action: apply; resource: use cases; condition: none; purpose: none}
97,In an electronic system we can allow residents to hook into the network at any time as long as they can view only their own data and cannot make arbitrary changes.,1,{decision: allow; subject: residents; action: hook; resource: residents; purpose: network; condition: none}
98,"All users can read from a lower classification than the one they are granted (A ""secret"" user can read an unclassified document).",1,{decision: allow; subject: users; action: read; resource: lower classified document; purpose: none; condition: none | decision: allow; subject: “secret” user; action: read; resource: unclassified document; purpose: none; condition: none}
99,Financial analysts can use customer accounts to make loan decisions.,1,{decision: allow; subject: financial analysts; action: use; resource: customer accounts; purpose: make loan decisions; condition: none}
100,"All PC members, except the author(s) of a paper can know who are the reviewers for this paper.",1,{decision: allow; subject: pc members; action: know; resource: reviewers; purpose: none; condition: none | decision: deny; subject: author(s) of a paper; action: know; resource: reviewers; purpose: none; condition: none}
101,Customer service reps and managers may collect and use name and social security number for the purpose of confirming identity.,1,{decision: allow; subject: customer service reps; action: collect; resource: name; purpose: confirming identity; condition: none | decision: allow; subject: customer service reps; action: collect; resource: social security number; purpose: confirming identity; condition: none | decision: allow; subject: customer service reps; action: use; resource: name; purpose: confirming identity; condition: none | decision: allow; subject: customer service reps; action: use; resource: social security number; purpose: confirming identity; condition: none | decision: allow; subject: managers; action: collect; resource: name; purpose: confirming identity; condition: none | decision: allow; subject: managers; action: collect; resource: social security number; purpose: confirming identity; condition: none | decision: allow; subject: managers; action: use; resource: name; purpose: confirming identity; condition: none | decision: allow; subject: managers; action: use; resource: social security number; purpose: confirming identity; condition: none}
102,"Because of the physical access control in the current paper system, the manager has an overview of who has accessed what information.",0,{decision: allow; subject: manager; action: none; resource: overview; condition: none; purpose: none}
103,A subject cannot review a project he or she has submitted.,1,{decision: deny; subject: subject; action: review; resource: project; purpose: none; condition: he or she has submitted}
104,It is used to enforce authorisation rules on bonus allocation among the employees of a company.,0,{decision: allow; subject: it; action: enforce; resource: authorisation rules; condition: none; purpose: none}
105,Customer service reps can use credit card number for the purpose of updating records if requested by a patient.,1,{decision: allow; subject: customer service reps; action: use; resource: credit card number; purpose: updating records; condition: requested by a patient}
106,"Data Owners can determine the type of access given to other users (read, write, copy, etc.).",1,{decision: allow; subject: data owners; action: determine; resource: type of access given to other users; purpose: none; condition: none}
107,The need to make this arrangement is only to allow the manager and resident to set a time that is convenient to both of them.,0,{decision: allow; subject: manager; action: set; resource: time; condition: none; purpose: none}
108,"Access is authorized or restricted to objects based on the security characteristics of the HTTP client (e.g. SSL bit length, version information, originating IP address or domain, etc.)",0,{decision: allow; subject: access; action: authorize; resource: access; condition: none; purpose: none}
109,All members of Faculty can Assign both InternalGrades and ExternalGrades.,1,{decision: allow; subject: members of faculty; action: assign; resource: internalgrades; purpose: none; condition: none | decision: allow; subject: members of faculty; action: assign; resource: externalgrades; purpose: none; condition: none}
110,John can assign clerk to users from department A,1,{decision: allow; subject: john; action: assign; resource: clerk; purpose: none; condition: none}
111,This one type of Dynamic Separation of Duty (DSOD) policy.,0,{decision: allow; subject: none; action: none; resource: dynamic separation of duty (dsod) policy; condition: none; purpose: none}
112,"Customer Service Reps, Pharmacists, and Billing Reps can collect and use customer name and e-mail addresses.",1,{decision: allow; subject: pharmacists; action: collect; resource: customer name; purpose: none; condition: none | decision: allow; subject: pharmacists; action: collect; resource: e-mail addresses; purpose: none; condition: none | decision: allow; subject: pharmacists; action: use; resource: customer name; purpose: none; condition: none | decision: allow; subject: pharmacists; action: use; resource: e-mail addresses; purpose: none; condition: none | decision: allow; subject: billing reps; action: collect; resource: customer name; purpose: none; condition: none | decision: allow; subject: billing reps; action: collect; resource: e-mail addresses; purpose: none; condition: none | decision: allow; subject: billing reps; action: use; resource: customer name; purpose: none; condition: none | decision: allow; subject: billing reps; action: use; resource: e-mail addresses; purpose: none; condition: none | decision: allow; subject: customer service reps; action: collect; resource: customer name; purpose: none; condition: none | decision: allow; subject: customer service reps; action: collect; resource: e-mail addresses; purpose: none; condition: none | decision: allow; subject: customer service reps; action: use; resource: customer name; purpose: none; condition: none | decision: allow; subject: customer service reps; action: use; resource: e-mail addresses; purpose: none; condition: none}
113,The reviewer of a paper can assign the paper to be sub-reviewed by an agent who is not an author of the paper and has not been assigned the same paper by another reviewer.,1,{decision: allow; subject: reviewer; action: assign; resource: paper; purpose: be sub-reviewed by an agent who is not an author of the paper and has not been assigned the same paper by another reviewer; condition: none}
114,Staff can print on HP Laserjet 1.,1,{decision: allow; subject: staff; action: print; resource: none; purpose: none; condition: none}
115,Authors may never read scores.,1,{decision: deny; subject: authors; action: read; resource: scores; purpose: none; condition: none}
116,"All data is assigned security level that reflects its relative sensitivity, confidentiality, and protection value.",0,{decision: allow; subject: none; action: assign; resource: security level; condition: none; purpose: none}
117,"All users are given read or write access to objects only of the same classification (a ""secret"" user can only read or write to a secret document).",1,{decision: allow; subject: users; action: read; resource: objects; purpose: none; condition: none | decision: allow; subject: users; action: write; resource: objects; purpose: none; condition: none | decision: allow; subject: “secret” user; action: read; resource: secret document; purpose: none; condition: none | decision: allow; subject: “secret” user; action: write; resource: secret document; purpose: none; condition: none}
118,In an electronic system this overview must be supplied by some form of logging of accesses and access attempts.,0,{decision: allow; subject: none; action: supply; resource: overview; condition: none; purpose: none}
119,"Users can view an Owner's account, but not make changes",1,{decision: allow; subject: users; action: view; resource: owner’s account; purpose: none; condition: none | decision: deny; subject: users; action: make changes; resource: owner’s account; purpose: none; condition: none}
120,Privacy laws require that the information be held for a certain period after a resident leaves the facility.,0,{decision: allow; subject: none; action: hold; resource: information; condition: none; purpose: none}
121,A PC member can resign his membership.,1,{decision: allow; subject: pc member; action: resign; resource: membership; purpose: none; condition: none}
122,Their main form of access is to view the care plan for each resident and to add progress note entries based on their observations.,1,{decision: allow; subject: they; action: view; resource: care plan for each resident; purpose: none; condition: none | decision: allow; subject: they; action: add; resource: progress note entries; purpose: none; condition: none}
123,A subject cannot approve projects he or she has reviewed or submitted.,1,{decision: deny; subject: subject; action: approve; resource: project; purpose: none; condition: he or she has reviewed or submitted}
124,"If the subject is a student, then do not permit that subject to assign grades.",1,{decision: deny; subject: subject; action: assign; resource: grades; purpose: none; condition: subject is a student}
125,PC members and authors of papers are known to everybody.,1,{decision: allow; subject: everybody; action: know; resource: pc members; purpose: none; condition: none | decision: allow; subject: everybody; action: know; resource: authors of papers; purpose: none; condition: none}
126,"In the current paper system, all the information stored about a resident is accessible to the resident by arrangement with the manager.",1,{decision: allow; subject: resident; action: access; resource: all the information stored about a resident; condition: none; purpose: none}
127,Only the business office manager and the dean can approve a project.,1,{decision: allow; subject: business office manager; action: approve; resource: project; purpose: none; condition: none | decision: allow; subject: dean; action: approve; resource: project; purpose: none; condition: none}
128,"Clerks can add and change the Name, the date of birth, the Address and the Postcode.",1,{decision: allow; subject: clerks; action: add; resource: name; purpose: none; condition: none | decision: allow; subject: clerks; action: add; resource: date of birth; purpose: none; condition: none | decision: allow; subject: clerks; action: add; resource: address; purpose: none; condition: none | decision: allow; subject: clerks; action: add; resource: postcode; purpose: none; condition: none | decision: allow; subject: clerks; action: change; resource: name; purpose: none; condition: none | decision: allow; subject: clerks; action: change; resource: date of birth; purpose: none; condition: none | decision: allow; subject: clerks; action: change; resource: address; purpose: none; condition: none | decision: allow; subject: clerks; action: change; resource: postcode; purpose: none; condition: none}
129,Supervisor can not  execute the write a check use case.,1,{decision: deny; subject: supervisor; action: execute; resource: write a check use case; purpose: none; condition: none}
130,Management can report customer transactions if required by law.,1,{decision: allow; subject: management; action: report; resource: customer transactions; purpose: none; condition: required by law}
131,This is permitted with the consent of the resident or the responsible person and the notification of the manager.,1,{decision: allow; subject: none; action: permitted; resource: this; purpose: none; condition: none}
132,This policy is claimed to prevent fraud and errors.,0,{decision: allow; subject: none; action: claim; resource: policy; condition: none; purpose: none}
133,Supervisors can collect personal information if required by law.,1,{decision: allow; subject: supervisors; action: collect; resource: personal information; purpose: none; condition: required by law}
134,Owners can read Name.,1,{decision: allow; subject: owners; action: read; resource: name; purpose: none; condition: none}
