,input,acp,output
35,"Although, compared to sending hardcopies by surface mail, this is a big step forward, it may still be quite cumbersome to maintain the administration.",0,{decision: allow; subject: none; action: maintain; resource: administration; condition: none; purpose: none}
36,"For each paper that a reviewer would like to review, the corresponding checkbox in the left part of the window should be marked.",1,{decision: allow; subject: none; action: mark; resource: checkbox in the left part of the window; purpose: none; condition: none}
37,"We hope, by describing CyberChair, to have answered",0,{decision: allow; subject: cyberchair; action: answer; resource: cyberchair; condition: none; purpose: none}
38,A commonality between BSCW  and CyberChair is that both provide a shared workspace.,0,{decision: allow; subject: none; action: provide; resource: shared workspace; condition: none; purpose: none}
39,CyberChair assigns a unique identification to the submission and sends a login and password combination for step 2 to the contact person’s email address.,1,{decision: allow; subject: cyberchair; action: assign; resource: unique identification; purpose: none; condition: none | decision: allow; subject: cyberchair; action: send; resource: login and password combination; purpose: none; condition: none}
40,Other reasons are that authors are forced to use it to submit their paper.,1,{decision: allow; subject: none; action: force; resource: authors; purpose: submit their paper; condition: none}
41,"This is done by showing the options for the kinds of users of CyberChair: the maintainer, the authors, the PCC and the reviewers.",0,{decision: allow; subject: maintainer; action: show; resource: options for the kinds of users of cyberchair; condition: none; purpose: none}
42,"In short, CyberChair fully supports all activities that come with the review process: the abstract and (camera-ready) paper submission, the reviewer assignment (based on the reviewers' preferences and expertise), the review submission process, the notifications of acceptance and rejection, the preparation of the proceedings (according to the Springer-Verlag procedure), and the abstracts for the conference website and program booklet.",0,{decision: allow; subject: cyberchair; action: support; resource: all activities that come with the review process; condition: none; purpose: none}
43,"After submission of a review, reviewers will be able to read the other reviewers' reviews and prepare for the PC meeting.",1,{decision: allow; subject: reviewers; action: read; resource: other reviewers’ reviews; purpose: none; condition: none | decision: allow; subject: reviewers; action: prepare; resource: pc meeting; purpose: none; condition: none}
44,"Using frames allows for updates on specific parts of the screen, so that only data that has changed can be updated without the need to refresh the complete screen.",0,{decision: allow; subject: none; action: update; resource: complete screen; condition: none; purpose: none}
45,"You may also want to take a look at 2 posters: an overview (, 140 Kb) and a picture containing screenshots (, 1.71 Mb).",1,{decision: allow; subject: you; action: look; resource: posters; condition: none; purpose: none}
46,"Using the WWW, a commonality these days, the ones involved in the process can collaboratively use CyberChair to store possibly and possibly retrieve data from password-protected areas controlled by CyberChair.",1,{decision: allow; subject: ones involved in the process; action: collaboratively use; resource: cyberchair; purpose: store possibly and possibly retrieve data from password-protected areas controlled by cyberchair; condition: none}
47,"As far as we know from the comments of its users, CyberChair is the only system that has implemented the patterns identified by Nierstrasz.",0,{decision: allow; subject: cyberchair; action: implement; resource: patterns; condition: none; purpose: none}
48,It generates several overviews based on the reviews which support the Program Committee (PC) in selecting the best papers.,1,{decision: allow; subject: it; action: generate; resource: several overviews based on the reviews; purpose: none; condition: none}
49,This information is used for the paper distribution.,0,{decision: allow; subject: none; action: use; resource: information; condition: none; purpose: none}
50,"This is used to discover papers that have only been reviewed by non-experts, so that the PCC may ask another reviewer to review the paper.",1,{decision: allow; subject: none; action: discover; resource: papers that have only been reviewed by non-experts; purpose: so that pcc may ask another reviewer to review the paper; condition: none}
51,"Nowadays it is common practise to use electronic submissions for conferences, workshops and journals.",0,{decision: allow; subject: none; action: use; resource: electronic submissions; condition: none; purpose: none}
52,We showed that browsers of today are able to send requests without the user taking action.,0,{decision: allow; subject: we; action: send; resource: requests; condition: none; purpose: none}
53,In The Information Lens  the authors focus on sharing information among a group of people to solve problems.,1,{decision: allow; subject: authors; action: share; resource: information among a group of people; condition: none; purpose: to solve problems}
54,"After the PC meeting, the PCC must inform the maintainer about the accepted papers, so that the notifications can be sent to the authors.",1,{decision: allow; subject: pcc; action: inform; resource: maintainer; purpose: notifications can be sent to the authors; condition: none}
55,You can submit reviews and find out what happens.,1,{decision: allow; subject: you; action: submit; resource: reviews; purpose: none; condition: none | decision: allow; subject: you; action: find out; resource: what happens; purpose: none; condition: none}
56,"This is quite inefficient, because much of the data that did not change is also regenerated.",0,{decision: allow; subject: none; action: regenerate; resource: data; condition: also; purpose: none}
57,Authors can submit their abstracts and papers using the web (uploading).,1,{decision: allow; subject: authors; action: submit; resource: abstract; purpose: none; condition: none | decision: allow; subject: authors; action: submit; resource: paper; purpose: none; condition: none}
58,"You may try a demonstration version of CyberChair, by acting as:",0,{decision: allow; subject: you; action: act; resource: cyberchair; condition: none; purpose: none}
59,The reviewers' pages are regenerated frequently in order to reflect changes (such as conflicting reviews).,1,{decision: allow; subject: none; action: regenerate; resource: reviewers’ pages; purpose: none; condition: none}
60,"It was first developed for ECOOP'97, and has been extended since, based on new ideas and the suggestions and remarks of its users (the chairs, the reviewers and submitters).",0,{decision: allow; subject: none; action: develop; resource: it; condition: none; purpose: none}
61,"When a reviewer has submitted all his reviews and has time to review more papers, he may look at the overview containing all papers and select papers for which conflicting reviews exist.",1,{decision: allow; subject: reviewer; action: look; resource: overview containing all papers; purpose: none; condition: reviewer has submitted all his reviews | decision: allow; subject: reviewer; action: select; resource: papers for which conflicting reviews exist; purpose: none; condition: reviewer has submitted all his reviews | decision: allow; subject: reviewer; action: look; resource: overview containing all papers; purpose: none; condition: reviewer has time to review more papers | decision: allow; subject: reviewer; action: select; resource: papers for which conflicting reviews exist; purpose: none; condition: reviewer has time to review more papers}
62,Sites like Amazon  use this style and regenerate a complete new page after every mouse click.,0,{decision: allow; subject: sites like amazon; action: regenerate; resource: complete new page; condition: none; purpose: none}
63,The authors must use the login and password combination sent after phase 1.,1,{decision: allow; subject: authors; action: use; resource: login and password combination; condition: none; purpose: none}
64,"Reviews can either be submitted via a webpage, or filled in off-line and emailed.",1,{decision: allow; subject: none; action: submit; resource: reviews; purpose: none; condition: none | decision: allow; subject: none; action: fill in; resource: reviews; purpose: none; condition: none}
65,"The original poster is in B1 format, so you may need to zoom in to read all details.",0,{decision: allow; subject: none; action: zoom; resource: original poster; condition: none; purpose: to read all details}
66,"After that, only bugfixes were made.",0,{decision: allow; subject: none; action: make; resource: bugfixes; condition: none; purpose: none}
67,The resulting TeX file is according to Springer's editor's instructions.,0,{decision: allow; subject: none; action: none; resource: tex file; condition: none; purpose: none}
68,"To be able to protect the reviews from outsiders, each reviewer gets his or her own directory on the webserver.",1,{decision: allow; subject: reviewer; action: get; resource: own directory on the webserver; purpose: be able to protect the reviews from outsiders; condition: none}
69,"In his paper Identify the Champion , O. Nierstrasz describes this review process in terms of a pattern language.",0,{decision: allow; subject: o. nierstrasz; action: identify; resource: champion; condition: none; purpose: none}
70,"Following Nierstrasz’s pattern Make Champions Explicit , the reviewers are asked to fill in the classification of papers on the review form.",1,{decision: allow; subject: reviewers; action: fill in; resource: classification of papers; purpose: none; condition: none}
71,CyberChair is written in the Python programming language.,0,{decision: allow; subject: cyberchair; action: write; resource: code; condition: none; purpose: none}
72,"Further, a high or low priority should be chosen, to indicate how eager they are to review the paper.",1,{decision: allow; subject: none; action: choose; resource: high or low priority; purpose: indicate how eager they are to review the paper; condition: none}
73,"As mentioned before, a reviewer’s page consists of several frames (a frame set).",0,{decision: allow; subject: reviewer; action: set; resource: several frames; condition: none; purpose: none}
74,The submitted bids are accumulated.,1,{decision: allow; subject: none; action: accumulate; resource: submitted bids; purpose: none; condition: none}
75,It is not clear to us if BSCW could also be used to create a dynamic review system.,0,{decision: allow; subject: bscw; action: create; resource: dynamic review system; condition: none; purpose: none}
76,The 4 reviewers with the least number of papers assigned so far ’get’ the paper.,1,{decision: allow; subject: 4 reviewers with the least number of papers assigned so far; action: get; resource: paper; purpose: none; condition: none}
77,These overviews can be printed in case reviewers want to read the abstracts offline.,1,{decision: allow; subject: none; action: print; resource: overviews; purpose: none; condition: reviewers want to read the abstracts offline}
78,"All review files a reviewer needs, such as the review form and other reviewers’ reviews, are written in the reviewer’s directory.",1,{decision: allow; subject: none; action: write; resource: review form; purpose: none; condition: none | decision: allow; subject: none; action: write; resource: other reviewers’ reviews; purpose: none; condition: none}
79,"CyberChair supports preparation of the proceedings by generating the table of contents and author index, based on the input of the authors.",1,{decision: allow; subject: cyberchair; action: support; resource: preparation of the proceedings; purpose: none; condition: none}
80,Authors must submit their paper in two steps.,1,{decision: allow; subject: authors; action: submit; resource: paper; purpose: none; condition: none}
81,The maintainer also makes sure that overviews are generated at regular intervals.,0,{decision: allow; subject: maintainer; action: make; resource: overviews; condition: also; purpose: none}
82,"Finally, after the camera-ready papers have been submitted, the proceedings must be prepared by the maintainer by entering the conference sessions and the numbers of the papers within those sections in a specific template file.",1,{decision: allow; subject: maintainer; action: prepare; resource: proceedings; purpose: none; condition: none}
83,The reviewer can be added to the list of reviewers for that paper.,1,{decision: allow; subject: none; action: add; resource: reviewer; purpose: none; condition: none}
84,"Based on the preferences and the reviewers' expertise, CyberChair calculates a paper assignment proposal for the chair, where as many as possible preferences of the reviewers are honored, provided that all papers are assigned to an equal number of reviewers (so also the papers that did not get any preferences), and all reviewers are assigned as much as possible an equal number of papers.",1,{decision: allow; subject: cyberchair; action: calculate; resource: paper assignment proposal for the chair; purpose: none; condition: all papers are assigned to an equal number of reviewers | decision: allow; subject: cyberchair; action: calculate; resource: paper assignment proposal for the chair; purpose: none; condition: all reviewers are assigned as much as possible an equal number of papers}
85,"CyberChair can handle the paper distribution, collects and categorizes all reviews and prepares overviews of reviews which can be used during the PC meeting.",1,{decision: allow; subject: cyberchair; action: handle; resource: paper distribution; purpose: none; condition: none | decision: allow; subject: cyberchair; action: collect; resource: reviews; purpose: none; condition: none | decision: allow; subject: cyberchair; action: categorize; resource: reviews; purpose: none; condition: none | decision: allow; subject: cyberchair; action: prepare; resource: overviews of reviews; purpose: none; condition: none}
86,"In case a reviewer has already submitted a review of the selected paper, hyperlinks to the reviews of the other reviewers are shown, so that the reviewer can read their opinion.",1,{decision: allow; subject: none; action: show; resource: hyperlinks to the reviews of the other reviewers; purpose: reviewer can read their opinion; condition: reviewer has already submitted a review of the selected paper}
87,", Springer, March 2001 (section 6.4.1, page 168).",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
88,Reviewers are also asked to inform the maintainer of papers they do not want to review because of a conflict of interest.,1,{decision: allow; subject: reviewers; action: inform; resource: maintainer; purpose: none; condition: none}
89,"The colored boxes indicate the state of the reviews, which is determined each time a review is submitted by any of the reviewers.",1,{decision: allow; subject: reviewers; action: submit; resource: reviews; purpose: none; condition: none}
90,CyberChair checks the review forms for correctness and transforms them into a format that can be used for display in a browser.,1,{decision: allow; subject: cyberchair; action: check; resource: review forms; purpose: none; condition: none | decision: allow; subject: cyberchair; action: transform; resource: review forms; purpose: display in browser; condition: none}
91,"Currently the script is tuned to assign as much as possible papers to reviewers based on their preferences, provided that all papers are assigned to exactly 4 reviewers and all reviewers are assigned approximately the same number of papers.",0,{decision: allow; subject: script; action: assign; resource: papers; purpose: none; condition: all papers are assigned to exactly 4 reviewers | decision: allow; subject: script; action: assign; resource: papers; purpose: none; condition: all reviewers are assigned approximately the same number of papers}
92,The state is based on the classification given to papers by the reviewers.,1,{decision: allow; subject: reviewers; action: give; resource: classification; purpose: none; condition: none}
93,The pattern Identify the Conflicts  is used to determine the state of the reviews.,0,{decision: allow; subject: none; action: use; resource: pattern identifier; condition: none; purpose: none}
94,"CyberChair provides direct reflection on submitted reviews (for easy comparison with the other reviewers' opinions), without the maintainer's interference.",1,{decision: allow; subject: cyberchair; action: provide; resource: direct reflection on submitted reviews; purpose: none; condition: none}
95,The script is currently optimally tuned for ECOOP 2000.,0,{decision: allow; subject: script; action: tune; resource: ecoop; condition: none; purpose: none}
96,"When the reviewer clicks on a paper number, this causes the activation of a CGI script that in its turn generates a frameset, consisting of 3 frames (See figure 4).",1,{decision: allow; subject: none; action: download; resource: paper; purpose: none; condition: none | decision: allow; subject: none; action: display; resource: abstract; purpose: none; condition: none | decision: allow; subject: none; action: submit; resource: review; purpose: none; condition: none | decision: allow; subject: none; action: look; resource: other reviewers’ reviews; purpose: none; condition: none}
97,"Further, the maintainer may need to convert submitted papers to other formats, or ask the authors to submit the paper in another format.",1,{decision: allow; subject: maintainer; action: convert; resource: submitted papers; condition: none; purpose: none | decision: allow; subject: maintainer; action: ask; resource: authors; condition: none; purpose: submit the paper in another format}
98,A copy of the message is sent to the PCC.,1,{decision: allow; subject: none; action: send; resource: copy of the message; purpose: none; condition: none}
99,CyberChair takes care of the rest.,1,{decision: allow; subject: cyberchair; action: take; resource: rest; condition: none; purpose: none}
100,"BSCW could therefore be used to store abstracts, papers and reviews.",0,{decision: allow; subject: bscw; action: store; resource: reviews; condition: none; purpose: none | decision: allow; subject: bscw; action: store; resource: abstract; condition: none; purpose: none | decision: allow; subject: bscw; action: store; resource: papers; condition: none; purpose: none}
101,"This includes editing the files that contain the templates for the PCC and reviewer information, the file containing the main topics of the conference, and setting up a website.",0,{decision: allow; subject: none; action: edit; resource: files that contain the main topics of the conference; condition: none; purpose: none | decision: allow; subject: none; action: set; resource: website; condition: none; purpose: none}
102,"Up until its 1996 edition, the European Conference on Object-Oriented Programming (ECOOP) used hard-copy review forms.",0,{decision: allow; subject: none; action: use; resource: hard-copy review forms; condition: none; purpose: none}
103,"The PCC sends the papers and review forms to the reviewers, who must fill in the review forms and send these to the PCC.",1,{decision: allow; subject: pcc; action: send; resource: papers; purpose: none; condition: none | decision: allow; subject: pcc; action: send; resource: review forms; purpose: none; condition: none | decision: allow; subject: reviewers; action: fill in; resource: review forms; purpose: none; condition: none | decision: allow; subject: reviewers; action: send; resource: review forms; purpose: none; condition: none}
104,"As soon as the reviewer has submitted his or her review, the review will be the default to be displayed in this frame when the reviewer clicks on the paper number in the top frame.",1,{decision: allow; subject: none; action: display; resource: review; purpose: none; condition: reviewer clicks on the paper number in the top frame}
105,We are aware that the pages could also have been created by using tables.,0,{decision: allow; subject: none; action: create; resource: pages; condition: none; purpose: none}
106,The reviewers’ reviews are compared to the other reviews to detect conflicts.,1,{decision: allow; subject: none; action: compare; resource: reviewers’ reviews; purpose: detect conflicts; condition: none}
107,"Using a coloring scheme, the state of reviews is indicated.",1,{decision: allow; subject: none; action: indicate; resource: state of reviews; purpose: none; condition: none}
108,"This list is sorted, based on the number of papers the reviewers have already been assigned so far.",1,{decision: allow; subject: none; action: sort; resource: list; purpose: none; condition: none}
109,This page consists of several dynamically generated HTML frames.,0,{decision: allow; subject: none; action: generate; resource: static frames; condition: none; purpose: none}
110,"Moreover, since we chose to regenerate the state of all papers displayed on the reviewer’s webpage every 5 minutes, this would make it almost impossible for reviewers to enter a review form.",1,{decision: deny; subject: reviewer; action: enter; resource: review form; purpose: none; condition: none}
111,"Following the patterns Experts Review Papers and Champions Review Papers , papers should be matched to domain experts in the PC.",1,{decision: allow; subject: none; action: match; resource: papers; purpose: none; condition: none}
112,Other conferences have used older versions of CyberChair.,0,{decision: allow; subject: other conference; action: use; resource: older versions of cyberchair; condition: none; purpose: none}
113,"It helps the PC to select the best papers for the conference, which makes it a group decision support system.",1,{decision: allow; subject: pc; action: select; resource: best paper; purpose: none; condition: none}
114,"In case not enough reviewers can be found to review a paper, this is an indication that the script should be better tuned.",1,{decision: allow; subject: none; action: tune; resource: script; purpose: none; condition: not enough reviewers can be found to review a paper}
115,"To avoid 'pollution' of the demo data, uploading of files has been blocked.",1,{decision: allow; subject: none; action: block; resource: uploading of files; condition: none; purpose: avoid pollution of demo data}
116,"Reviewer - Use the first and last name (in lowercase) as login and password, respectively.",1,{decision: allow; subject: reviewer; action: use; resource: last name; condition: none; purpose: none | decision: allow; subject: reviewer; action: use; resource: first name; condition: respectively; purpose: none}
117,"When the level of agreement differs too much, the reviewers and chair may give it special attention, even before the PC meeting takes place.",1,{decision: allow; subject: reviewers; action: give; resource: special attention; condition: level of agreement differs too much; purpose: none}
118,The reviewers are asked to indicated their expertise of the conference topics and their willingness to review papers on those topics.,1,{decision: allow; subject: reviewers; action: indicate; resource: expertise of the conference topics; purpose: none; condition: none | decision: allow; subject: reviewers; action: indicate; resource: willingness to review papers on those topics; purpose: none; condition: none}
119,You will see a list of overviews that are available to the chair.,1,{decision: allow; subject: you; action: see; resource: list of overviews; purpose: none; condition: none}
120,"For each paper, a list of the reviewers who indicated a high preference for the paper is generated.",1,{decision: allow; subject: none; action: generate; resource: list of reviewers; purpose: none; condition: none}
121,The tasks mentioned above have been automated by CyberChair.,0,{decision: allow; subject: cyberchair; action: automate; resource: tasks mentioned above; condition: none; purpose: none}
122,"After the review process, the authors of submitted papers should submit a camera-ready version of their paper, analogous to step 2.",1,{decision: allow; subject: authors of submitted papers; action: submit; resource: camera-ready version of their paper; purpose: none; condition: none}
123,"Each time the reviewer clicks on a paper number in the top frame, CyberChair checks if the reviewer has already submitted his or her review.",1,{decision: allow; subject: cyberchair; action: check; resource: submission; purpose: none; condition: reviewer clicks on a paper number in the top frame}
124,The version that is currently available for download was introduced for ECOOP 2000.,0,{decision: allow; subject: none; action: introduce; resource: version; condition: none; purpose: for ecoop 2000}
125,"CyberChair is composed of a set of Common Gateway Interface (CGI) scripts, which are activated by the webforms that are used by the authors and reviewers.",1,{decision: allow; subject: authors; action: use; resource: webforms; purpose: none; condition: none | decision: allow; subject: reviewers; action: use; resource: webforms; purpose: none; condition: none}
126,Monitoring the review process,0,{decision: allow; subject: monitoring; action: monitor; resource: review process; condition: none; purpose: none}
127,"For the frame to display the current state of reviews, the URL is not the name of a file, but the name of a CGI script which recalculates the state of all papers and ’prints’ its output in the frame.",0,{decision: allow; subject: none; action: display; resource: url; condition: none; purpose: none}
128,"CyberChair deals with most administrative tasks that are involved in the review process, such as storing author information, abstracts, (camera-ready) papers and reviews.",1,{decision: allow; subject: cyberchair; action: store; resource: author information; purpose: none; condition: none | decision: allow; subject: cyberchair; action: store; resource: abstracts; purpose: none; condition: none | decision: allow; subject: cyberchair; action: store; resource: (camera-ready) papers; purpose: none; condition: none | decision: allow; subject: cyberchair; action: store; resource: reviews; purpose: none; condition: none}
129,"If there are still not enough reviewers for the paper, the expertise level of reviewers of all topics the paper covers is calculated and the paper is assigned to the reviewers with the highest overall expertise.",1,{decision: allow; subject: none; action: calculate; resource: expertise level of reviewers of all topics the paper covers; purpose: none; condition: there are still not enough reviewers for the paper | decision: allow; subject: none; action: assign; resource: paper; purpose: none; condition: there are still not enough reviewers for the paper}
130,"When displaying a review, the date and time of the last update of the review is shown as extra check.",1,{decision: allow; subject: none; action: show; resource: date and time of the last update of the review; purpose: none; condition: none}
131,The authors may make corrections or changes to the  information that was submitted in step 1.,1,{decision: allow; subject: authors; action: make; resource: corrections to the information that was submitted in step 1; purpose: none; condition: none | decision: allow; subject: authors; action: make; resource: changes to the information that was submitted in step 1; purpose: none; condition: none}
132,"CyberChair collects abstracts, papers and reviews and can therefore be regarded as a system that provides a shared workspace.",1,{decision: allow; subject: cyberchair; action: collect; resource: abstracts; purpose: none; condition: none | decision: allow; subject: cyberchair; action: collect; resource: papers; purpose: none; condition: none | decision: allow; subject: cyberchair; action: collect; resource: reviews; purpose: none; condition: none}
133,This problem is handled by CyberChair by the conflict detection mechanism and availability of other reviewers’ reviews.,0,{decision: allow; subject: cyberchair; action: handle; resource: conflict detection mechanism; condition: none; purpose: none}
134,Reviews can be updated.,1,{decision: allow; subject: none; action: update; resource: reviews; purpose: none; condition: none}
135,Author - This only allows submission of abstracts.,0,{decision: allow; subject: this; action: submit; resource: abstracts; condition: none; purpose: none}
136,The Table of Contents and Author Index are automatically generated.,0,{decision: allow; subject: none; action: generate; resource: author index; condition: none; purpose: none | decision: allow; subject: none; action: generate; resource: table of contents; condition: none; purpose: none}
137,"For each conference or workshop the tuning should be considered carefully, since it heavily depends on the number of submissions, the number of reviewers, their expertise and the number of papers per reviewer.",0,{decision: allow; subject: none; action: consider; resource: tuning; condition: none; purpose: none}
138,"The current version of CyberChair supports all phases of the review process, including preparation of the proceedings in the electronic format prescribed by the publisher.",1,{decision: allow; subject: cyberchair; action: support; resource: phases; condition: none; purpose: none}
139,"Furthermore, there is support for the preparation of the proceedings.",0,{decision: allow; subject: none; action: support; resource: preparation of proceedings; condition: none; purpose: none}
140,"The next years the system was improved and more features, such as uploading of papers, were included in the system to support the process.",0,{decision: allow; subject: none; action: improve; resource: system; condition: none; purpose: none}
141,Each of these frames is filled by using the name of a CGI script in the SRC tag of the frame definition.,0,{decision: allow; subject: none; action: fill; resource: frames; condition: none; purpose: none}
142,"This way, the reviewer can always look at the latest version of the reviews.",1,{decision: allow; subject: reviewer; action: look; resource: latest version of the reviews; purpose: none; condition: none}
143,A commonality between CyberChair and gIBIS  is that both systems provide means to make high-quality decisions by providing the group members’ arguments to each other.,0,{decision: allow; subject: gibis; action: provide; resource: means to make high-quality decisions; condition: none; purpose: none | decision: allow; subject: cyberchair; action: provide; resource: means to make high-quality decisions; condition: none; purpose: none}
144,"If this is the case, then the reviews of the other reviewers for this paper are copied into the reviewer’s directory.",1,{decision: allow; subject: none; action: copy; resource: reviews of the other reviewers for this paper; purpose: none; condition: this is the case}
145,"The CGI scripts have been written in Python, a very powerful, easy-to-learn programming language, which allows rapid implementation.",0,{decision: allow; subject: cgi scripts; action: write; resource: scripts; condition: none; purpose: none}
146,"Reviewers can browse the overviews by conference topic, to quickly identify the papers that match their interest  and expertise (Figure 3).",1,{decision: allow; subject: reviewers; action: browse; resource: overviews; purpose: quickly identify the papers that match their interest and expertise; condition: none}
147,Not all reviewers like to fill in review forms on-line.,1,{decision: deny; subject: reviewers; action: fill in; resource: review forms; condition: none; purpose: none}
