,input,acp,output
27,The administrator has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: administrator; action: authenticate; resource: administrator; condition: none; purpose: none}
28,"The patient may optionally enter a zip code (match on first three numbers of zip code), in addition to the name possibly and possibly specialty.",1,{decision: allow; subject: patient; action: enter; resource: zip code; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: name; purpose: none; condition: none | decision: allow; subject: patient; action: enter; resource: specialty; purpose: none; condition: none}
29,The LHCP is presented with a list of other appointments that conflict with the new one.,1,{decision: allow; subject: none; action: present; resource: list of other appointments that conflict with the new one; purpose: none; condition: none}
30,"Now, as more hospitals and doctor's offices are automated, this information is available electronically.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
31,The patient can also add a LHCP to their provider list by searching for the name possibly and possibly specialty of a LHCP  and then selecting to add the HCP to their list of providers.,1,{decision: allow; subject: patient; action: add; resource: lhcp; purpose: none; condition: none}
32,"The user selects a prescription from the calendar to read its details by clicking the ""Read Details"" link beside or below the medication displayed for the prescription, and then the details for the prescription shall be displayed in a new page, including the medications prescribed (i.e., NDC, see Data Format 6.6), date prescribed, start date, end date for each prescription, and the name of the doctor who prescribed the medication.",1,{decision: allow; subject: user; action: select; resource: prescription; purpose: read its details; condition: none | decision: allow; subject: user; action: click; resource: “read details” link; purpose: none; condition: none}
33,The HCP is notified that required fields contain no input.,1,{decision: allow; subject: none; action: notify; resource: hcp; condition: none; purpose: none}
34,The HCP's medical identification number should also be maintained.,1,"{decision: allow; subject: none; action: maintain; resource: ""hcps medical identification number""; purpose: none; condition: none}"
35,The LHCP is provided a bar chart of diagnosis counts during the specified time period as well as a yes or no answer on whether an epidemic is occurring during any consecutive two weeks during the time period.,1,{decision: allow; subject: none; action: provide; resource: bar chart of diagnosis counts; purpose: none; condition: none}
36,An LHCP can delete a patient from his or her monitoring list by the LHCP typing the the patient's MID .,1,{decision: allow; subject: lhcp; action: delete; resource: patient; purpose: none; condition: none}
37,"The HCP can view patient name, lab procedure code, current lab procedure status, timestamp, and Lab Technician name.",1,{decision: allow; subject: hcp; action: view; resource: patient name; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab procedure code; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: current lab procedure status; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: timestamp; purpose: none; condition: none | decision: allow; subject: hcp; action: view; resource: lab technician name; purpose: none; condition: none}
38,The HCP selects a patient by typing in the MID of the patient .,1,{decision: allow; subject: hcp; action: select; resource: patient; purpose: none; condition: none}
39,An HCP may enter or edit their own demographic information according to data format 6.2.,1,{decision: allow; subject: hcp; action: enter; resource: own demographic information; purpose: none; condition: none | decision: allow; subject: hcp; action: edit; resource: own demographic information; purpose: none; condition: none}
40,"A fake email is sent to the LHCP who administered the immunization indicating the patient name and MID, drug, and symptoms.",1,{decision: allow; subject: none; action: send; resource: fake email; purpose: none; condition: none}
41,"A patient can select to report height, weight, possibly and possibly pedometer readings for those for whom he or she is a patient representative.",1,{decision: allow; subject: patient; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: patient; action: report; resource: pedometer readings; purpose: none; condition: none}
42,A user chooses to view physician satisfaction survey results.,1,{decision: allow; subject: user; action: view; resource: physician satisfaction survey results; purpose: none; condition: none}
43,An LHCP can view a list of their upcoming appointment requests .,1,{decision: allow; subject: lhcp; action: view; resource: list of their upcoming appointment requests; purpose: none; condition: none}
44,He or she can report his or her blood pressure (systolic and diastolic)  possibly and possibly glucose levels .,1,{decision: allow; subject: he; action: report; resource: blood pressure (systolic and diastolic); purpose: none; condition: none | decision: allow; subject: she; action: report; resource: blood pressure (systolic and diastolic); purpose: none; condition: none | decision: allow; subject: he; action: report; resource: glucose levels; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: glucose levels; purpose: none; condition: none}
45,"If the requested appointment time does conflict with an existing appointments, the patient is presented with a list of the three next non-overlapping available appointment times within 7 days of the requested date.",1,{decision: allow; subject: none; action: present; resource: list of the three next non-overlapping available appointment times; purpose: none; condition: requested appointment time does conflict with an existing appointments}
46,"(For example, a mother could choose herself and any one of her children.)",0,{decision: allow; subject: mother; action: choose; resource: any one of her children; condition: none; purpose: none}
47,"If answer to security question is correct, allow user to change their password.",1,{decision: allow; subject: user; action: change; resource: password; purpose: none; condition: answer to security question is correct}
48,The iTrust user (HCP or patient) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: patient; action: authenticate; resource: himself or herself; condition: none; purpose: none | decision: allow; subject: hcp; action: authenticate; resource: himself or herself; condition: none; purpose: none}
49,"The data in the database is analyzed according to the malaria epidemic heuristic to determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code (e.g. if zip code 27695 is provided, all data with zip code 276xx is analyzed, where each x is any digit from 0-9).",1,{decision: allow; subject: none; action: analyze; resource: data in the database; purpose: determine if an epidemic is occurring in the region defined by the zip code that match the first three numbers in the provided zip code; condition: none}
50,An LHCP or patient or representative may view a message .,1,{decision: allow; subject: lhcps; action: view; resource: messages; purpose: none; condition: none | decision: allow; subject: patients; action: view; resource: messages; purpose: none; condition: none | decision: allow; subject: representatives; action: view; resource: messages; purpose: none; condition: none}
51,An HCP can add commentary to a pending lab procedure and update the lab procedure status to completed .,1,{decision: allow; subject: hcp; action: add; resource: commentary; purpose: none; condition: none | decision: allow; subject: hcp; action: update; resource: lab procedure status; purpose: none; condition: none}
52,The HCP is notified of possible interactions.,1,{decision: allow; subject: none; action: notify; resource: hcp; purpose: none; condition: none}
53,"If there are no expired prescriptions, an empty expired prescription list is presented.",1,{decision: allow; subject: none; action: present; resource: empty expired prescription list; condition: if there are no expired prescriptions; purpose: none}
54,A user (an LHCP or patient) chooses to display his or her appointments in the current month on a calendar for the current month.,1,{decision: allow; subject: user; action: display; resource: his or her appointments in the current month; purpose: none; condition: none | decision: allow; subject: lhcp; action: display; resource: his or her appointments in the current month; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: his or her appointments in the current month; purpose: none; condition: none}
55,3.2.10 UC10 Enter or edit personal health records Use Case.,1,{decision: allow; subject: uc10; action: enter; resource: personal health records; condition: none; purpose: none | decision: allow; subject: uc10; action: edit; resource: personal health records; condition: none; purpose: none}
56,"The status of a laboratory procedure has been updated (UC26, S3).",1,{decision: allow; subject: none; action: update; resource: status of a laboratory procedure; purpose: none; condition: none}
57,The administrator chooses a drug from each list to record an interaction between the two drugs.,1,{decision: allow; subject: administrator; action: choose; resource: drug; purpose: record an interaction between the two drugs; condition: none}
58,"The hcp documents the office visit date; hospital location of the office visit, if any, (the default should be the HCP's home location); and notes about an office visit.",1,{decision: allow; subject: hcp; action: document; resource: office visit date; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: hospital location of the office visit; purpose: none; condition: none | decision: allow; subject: hcp; action: document; resource: notes about an office visit; purpose: none; condition: none}
59,The LHCP is provided with a bar chart of diagnosis counts during the specified time period as well as a yes or no answer on whether an epidemic is occurring during any consecutive two weeks during the time period.,1,{decision: allow; subject: none; action: provide; resource: bar chart of diagnosis counts; purpose: none; condition: none}
60,The administrator types an invalid hospital ID and is prompted to try again.,1,{decision: allow; subject: administrator; action: type; resource: invalid hospital id; condition: none; purpose: none}
61,A LHCP or PHA chooses to examine recent trends in diagnoses  or to determine if an ailment is reaching epidemic proportions in a given area.,1,{decision: allow; subject: lhcp; action: examine; resource: recent trends in diagnoses; purpose: none; condition: none | decision: allow; subject: lhcp; action: determine; resource: ailment; purpose: none; condition: none | decision: allow; subject: pha; action: examine; resource: recent trends in diagnoses; purpose: none; condition: none | decision: allow; subject: pha; action: determine; resource: ailment; purpose: none; condition: none}
62,"The patient or representative chooses one of these DLHCP and types the subject (up to 100 characters) and text of a message (up to 1000 characters), and clicks the send button.",1,{decision: allow; subject: patient; action: choose; resource: dlhcp; purpose: none; condition: none | decision: allow; subject: representative; action: choose; resource: dlhcp; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: representative; action: type; resource: text of a message; purpose: none; condition: none | decision: allow; subject: representative; action: click; resource: send button; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: subject; purpose: none; condition: none | decision: allow; subject: patient; action: type; resource: text of a message; purpose: none; condition: none | decision: allow; subject: patient; action: click; resource: send button; purpose: none; condition: none}
63,"Upon sending a referral, the patient, sending HCP, and receiving HCP receive a message summarizing the newly created referral information (sending HCP name & specialty, receiving HCP name & specialty, patient name, referral notes, and referral creation timestamp); additionally, the sending and receiving HCP messages include the referral priority.",1,{decision: allow; subject: patient; action: receive; resource: message summarizing the newly created referral information; purpose: none; condition: none | decision: allow; subject: sending hcp; action: receive; resource: message summarizing the newly created referral information; purpose: none; condition: none | decision: allow; subject: receiving hcp; action: receive; resource: message summarizing the newly created referral information; purpose: none; condition: none}
64,A LHCP or ER chooses to view an emergency report and provides an MID .,1,{decision: allow; subject: lhcp; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: lhcp; action: provide; resource: mid; purpose: none; condition: none | decision: allow; subject: er; action: view; resource: emergency report; purpose: none; condition: none | decision: allow; subject: er; action: provide; resource: mid; purpose: none; condition: none}
65,The LHCP or ER enters a MID  and confirms the input .,1,{decision: allow; subject: er; action: confirm; resource: input; condition: none; purpose: none | decision: allow; subject: lhcp; action: enter; resource: mid; condition: none; purpose: none | decision: allow; subject: er; action: enter; resource: mid; condition: none; purpose: none | decision: allow; subject: lhcp; action: confirm; resource: input; condition: none; purpose: none}
66,The LHCP is presented with a listing of all his or her patients to view physiologic data reported during the current date.,1,{decision: allow; subject: none; action: present; resource: listing of all his or her patients; purpose: view physiologic data reported during the current date; condition: none}
67,"The Patient is presented with a list of physical services, populated by the LOINC codes (UC15) currently stored in iTrust.",1,{decision: allow; subject: non; action: present; resource: list of physical services; purpose: none; condition: none}
68,A session that has been inactive for more than ten minutes is terminated .,1,{decision: allow; subject: none; action: terminate; resource: session; condition: session has been inactive for more minutes; purpose: none}
69,3.2.32 UC32 Proactively Confirm Prescription-Renewal Needs Use Case.,1,{decision: allow; subject: uc32; action: confirm; resource: prescription-renewal; condition: none; purpose: none}
70,"Through the Personal Health Records page, an LHCP chooses a chronic disease and a patient.",1,{decision: allow; subject: lhcp; action: choose; resource: chronic disease; purpose: none; condition: none | decision: allow; subject: lhcp; action: choose; resource: patient; purpose: none; condition: none}
71,"A user (a patient) chooses to display his or her appointments in the current month together with his or her office visit dates, prescription dates, and lab procedure dates of the current month on a calendar for the current month.",1,{decision: allow; subject: patient; action: display; resource: his or her appointments in the current month; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: his or her office visit dates; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: prescription dates; purpose: none; condition: none | decision: allow; subject: patient; action: display; resource: lab procedure dates of the current month; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: his or her appointments in the current month; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: his or her office visit dates; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: prescription dates; purpose: none; condition: none | decision: allow; subject: user; action: display; resource: lab procedure dates of the current month; purpose: none; condition: none}
72,An administrator chooses to maintain the hospital listing .,1,{decision: allow; subject: administrator; action: maintain; resource: hospital building; purpose: none; condition: none}
73,An LHCP views the number of submitted physiologic data monitoring reports of his or her patients for the current date.,1,{decision: allow; subject: lhcp; action: view; resource: number of submitted physiologic data monitoring reports; purpose: none; condition: none}
74,The privacy policy should follow the template provided here.,1,{decision: allow; subject: privacy policy; action: follow; resource: template; condition: none; purpose: none}
75,"He or she can report the height, weight, possibly and possibly pedometer reading  for the patient.",1,{decision: allow; subject: he; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: he; action: report; resource: pedometer reading; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: height; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: weight; purpose: none; condition: none | decision: allow; subject: she; action: report; resource: pedometer reading; purpose: none; condition: none}
76,"A patient may have up to 10 physiologic data points in any one day, reported by him or herself, a UAP, or a personal representative .",1,{decision: allow; subject: patient; action: report; resource: 10 physiological data points; purpose: none; condition: none | decision: allow; subject: uap; action: report; resource: 10 physiological data points; purpose: none; condition: none | decision: allow; subject: personal representative; action: report; resource: 10 physiological data points; purpose: none; condition: none}
77,"A user (an LHCP or patient) wishes to view a list of his or her upcoming appointments (i.e., a list including appointments whose appointment date and start time is equal or later than the current date or time).",1,{decision: allow; subject: user; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none | decision: allow; subject: lhcp; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none | decision: allow; subject: patient; action: view; resource: list of his or her upcoming appointments; purpose: none; condition: none}
78,An email informing the user of the password change is sent to the user including the MID but not the password.,1,{decision: allow; subject: none; action: send; resource: email; purpose: none; condition: none}
79,"The administrator will store (1) the CPT code (The CPT code set accurately describes medical, surgical, and diagnostic services and is designed to communicate uniform information about medical services and procedures among physicians, coders, patients, accreditation organizations, and payers for administrative, financial, and analytical purposes.",1,{decision: allow; subject: administrator; action: store; resource: cpt code; purpose: none; condition: none}
80,The user chooses to open his or her upcoming appointment list.,1,{decision: allow; subject: user; action: open; resource: upcoming appointment list; purpose: none; condition: none}
81,The LHCP types an invalid age range and is prompted to try again.,1,{decision: allow; subject: lhcp; action: type; resource: invalid age range; condition: none; purpose: none}
82,An HCP can view a previously created lab procedure for a given office visit.,1,{decision: allow; subject: hcp; action: view; resource: previously created lab procedure; purpose: none; condition: none}
83,"The first lab procedure in the received list is marked with a status of testing, and all other lab procedures have a status of received.",0,{decision: allow; subject: none; action: mark; resource: first lab procedure in the received list; condition: none; purpose: none}
84,"The system shall enable multiple simultaneous users, each with his or her own exclusive authentication.",1,{decision: allow; subject: system; action: enable; resource: multiple simultaneous users; condition: none; purpose: none}
85,An LHCP or UAP creates a list of patients (by MID) for which he or she will monitor remotely .,1,{decision: allow; subject: lhcp; action: create; resource: list of patients (by mid); purpose: none; condition: none | decision: allow; subject: uap; action: create; resource: list of patients (by mid); purpose: none; condition: none}
86,A patient is added to the list by the LHCP or UAP typing in the patient's MID  or name.,1,{decision: allow; subject: lhcp; action: add; resource: patient; purpose: none; condition: none | decision: allow; subject: uap; action: add; resource: patient; purpose: none; condition: none}
87,The LHCP is then provided counts for the specified time period as well as a bar chart.,1,{decision: allow; subject: none; action: provide; resource: counts for the specified time period; purpose: none; condition: none | decision: allow; subject: none; action: provide; resource: bar chart; purpose: none; condition: none}
88,Patients with blood pressure or glucose level out of range are highlighted (normal blood pressure: systolic 90-140; diastolic 60-90; normal glucose 70-150).,0,{decision: allow; subject: patients with blood pressure or glucose level out of range; action: highlight; resource: patients with blood pressure or glucose level out of range; condition: none; purpose: none}
89,"The HCP must provide instructions (can neither be empty nor the default form field value), or else they cannot add the prescription.",1,{decision: allow; subject: hcp; action: provide; resource: instructions; purpose: none; condition: none | decision: deny; subject: hcp; action: add; resource: prescriptions; purpose: none; condition: none}
90,"The LHCP enters the text of the response message (up to 1000 characters) he or she wishes to send, then clicks the send button.",1,{decision: allow; subject: lhcp; action: enter; resource: text of the response message; purpose: send; condition: none | decision: allow; subject: lhcp; action: click; resource: send button; purpose: none; condition: none}
91,The iTrust user (LHCP or ER) has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: er; action: authenticate; resource: himself; condition: none; purpose: none | decision: allow; subject: lhcp; action: authenticate; resource: himself; condition: none; purpose: none}
92,All events are logged (UC5) and the HCP remains on the office visit page to verify their changes (UC11).,0,{decision: allow; subject: none; action: log; resource: events; condition: none; purpose: none | decision: allow; subject: none; action: verify; resource: changes; condition: none; purpose: none}
93,"After the patient logs in, an activity feed is displayed .",1,{decision: allow; subject: none; action: display; resource: activity feed; purpose: none; condition: patient logs in}
94,The HCP can graph height or weight of the patient over the last 3 calendar years .,1,{decision: allow; subject: hcp; action: graph; resource: height of the patient; purpose: none; condition: none | decision: allow; subject: hcp; action: graph; resource: weight of the patient; purpose: none; condition: none}
95,All email notifications should be executed through the fake email utility.,1,{decision: allow; subject: none; action: execute; resource: email notifications; condition: none; purpose: none}
96,The administrator will store (1) hospital Id number for the hospital ; and (2) up to 30 alphanumeric characters giving the name of the hospital.,1,{decision: allow; subject: administrator; action: store; resource: hospital id number for the hospital; purpose: none; condition: none | decision: allow; subject: administrator; action: store; resource: up to 30 alphanumeric characters giving the name of the hospital; purpose: none; condition: none}
97,The values from range 1-99 are logging events which do not exist in any use case.,0,{decision: allow; subject: none; action: log; resource: values from range 1-99; condition: none; purpose: none}
98,Note that the sorted order is not saved for later viewing after the message inbox or outbox is reopened again (where the default sorting is always used).,0,{decision: allow; subject: none; action: save; resource: sorted order; condition: none; purpose: for later viewing}
99,All fields are populated with the previously enter input so that the HCP can edit their entry.,0,{decision: allow; subject: none; action: populate; resource: previously entered fields; condition: none; purpose: so that the hcp can edit their entry}
100,The row for each conflicting appointment is highlighted in bold (a conflicting appointment is one that has overlap in its appointment duration period with that of at least another appointment of the same user).,1,{decision: allow; subject: none; action: highlight; resource: row for each conflicting appointment; purpose: none; condition: none}
101,"If the LHCP is not one of the patient's DLHCP or the UAP associated with one of their DLHCP, a message is sent to the patient and their personal representative .",1,"{decision: allow; subject: none; action: send; resource: message; purpose: none; condition: ""lhcp is not one of the patients dlhcp"" | decision: allow; subject: none; action: send; resource: message; purpose: none; condition: uap associated with one of their dlhcp}"
102,The patient can select to view contact information of a selected LHCP shown in the expired prescription list .,1,{decision: allow; subject: patient; action: view; resource: contact information of a selected lhcp; purpose: none; condition: none}
103,"Haemophilus influenzae (90645) three doses: at 6 weeks, at age 4 months, at age 12 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3 if first dose is administered at younger than 12 months; if first dose is administered between 12 and 14 months, at least 8 weeks between dose 1 and dose 2 and dose three is canceled; if first dose is administered at or after 15 months, only one dose is required.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
104,A patient is a registered user of the iTrust Medical Records system (UC1).,0,{decision: allow; subject: patient; action: register; resource: itrust medical records system; condition: none; purpose: none}
105,"The patient, UAP, or personal representative tries to enter more than ten physiologic data points for one day and is told additional data cannot be entered.",1,{decision: allow; subject: patient; action: enter; resource: ten physiologic data points; condition: none; purpose: none | decision: allow; subject: uap; action: enter; resource: ten physiologic data points; condition: none; purpose: none | decision: allow; subject: personal representative; action: enter; resource: ten physiologic data points; condition: none; purpose: none}
106,The LHCP is presented with a screen upon which he or she can choose a date range.,1,{decision: allow; subject: none; action: present; resource: lhcp; condition: none; purpose: none}
107,An HCP can reassign a previously created lab procedure to a different Lab Technician if the lab procedure is not yet in the testing state.,1,{decision: allow; subject: hcp; action: reassign; resource: previously created lab procedure; purpose: none; condition: lab procedure is not yet in the testing state}
108,The user is prompted to try again.,1,{decision: allow; subject: user; action: try; resource: again; condition: none; purpose: none}
109,The LHCP or ER does not confirm the selection and is prompted to try again.,1,{decision: deny; subject: er; action: confirm; resource: selection; condition: none; purpose: none | decision: allow; subject: lhcp; action: confirm; resource: selection; condition: none; purpose: none}
110,"An admin creates a LHCP, an ER, a Laboratory Technician (LT), or a public health agent (PHA) .",1,{decision: allow; subject: admin; action: create; resource: lhcp; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: er; purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: laboratory technician (lt); purpose: none; condition: none | decision: allow; subject: admin; action: create; resource: public health agent (pha); purpose: none; condition: none}
111,He or she is notified of an error and is prompted to try again.,0,{decision: allow; subject: he; action: notify; resource: error; condition: none; purpose: none | decision: allow; subject: she; action: try; resource: again; condition: none; purpose: none}
112,The LHCP views his or her message inbox.,1,{decision: allow; subject: lhcp; action: view; resource: message inbox; purpose: none; condition: none}
113,His or her appointments in the current month shall be displayed on the calendar .,1,{decision: allow; subject: none; action: display; resource: his or her appointments in the current month; purpose: none; condition: none}
114,The LHCP has authenticated himself or herself in the iTrust Medical Records system (UC3).,1,{decision: allow; subject: lhcp; action: authenticate; resource: himself; condition: none; purpose: none}
115,A Lab Technician can view his or her assigned lab procedures.,1,{decision: allow; subject: lab technician; action: view; resource: assigned lab procedures; purpose: none; condition: none}
116,"The system shall enable the administrator to add a new entry for a reason , or modify the reason name in an existing entry .",1,{decision: allow; subject: administrator; action: add; resource: new entry for a reason; purpose: none; condition: none | decision: allow; subject: administrator; action: modify; resource: reason name in an existing entry; purpose: none; condition: none}
117,"Hepatitis B (90371) three doses: at birth, at age 1 month, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 8 weeks between dose 2 and dose 3.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
118,"Rotavirus (90681) three doses: at age 6 weeks, at age 4 months, at age 6 months; catch up schedule: at least 4 weeks between dose 1 and dose 2 and at least 4 weeks between dose 2 and dose 3.",0,{decision: allow; subject: none; action: none; resource: none; condition: none; purpose: none}
119,A message of the removal is sent to the adverse event reporter and to the LHCP involved in the report (because the LHCP prescribed the drug or administered the immunization).,1,{decision: allow; subject: none; action: send; resource: message of the removal; purpose: none; condition: none}
120,"An administrator enters a LHCP, ER, or public health agent as a user of iTrust Medical Records system, initially only the name and email are provided.",1,{decision: allow; subject: administrator; action: enter; resource: lhcp; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: er; purpose: none; condition: none | decision: allow; subject: administrator; action: enter; resource: public health agent; purpose: none; condition: none}
121,"The iTrust user (LHCP, UAP, or patient) has been authenticated in the iTrust Medical Records system (UC3).",1,{decision: allow; subject: none; action: authenticate; resource: uap; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: lhcp; condition: none; purpose: none | decision: allow; subject: none; action: authenticate; resource: patient; condition: none; purpose: none}
122,3.2.16 UC16 Identify risk of chronic disease Use Case.,0,{decision: allow; subject: none; action: identify; resource: risk of chronic disease; condition: none; purpose: none}
